kod_zsj_d,x_min,x_max,y_min,y_max,nazev,popis,kod_zsj,kod_cast_obec,kod_momc,upper_name,area
1119370,16.073108,16.105441,50.251477,50.268060,Čánka,ZSJ-D,111937,111937,576590,Opočno,2358901.000000
1120892,15.850311,15.856217,49.930330,49.933934,Orel díl 2,ZSJ-D,112089,410021,571962,Orel,32942.000000
1671420,14.586918,14.626446,49.742983,49.766614,Tisem,ZSJ-D,167142,167142,532592,Tisem,3472653.000000
1114490,14.447300,14.491130,49.398683,49.424849,Podboří,ZSJ-D,111449,111449,552801,Opařany,3550278.000000
1471330,16.290009,16.329431,49.428103,49.450389,Sejřek,ZSJ-D,147133,147133,596710,Sejřek,3431256.000000
1919730,14.587697,14.627285,50.539458,50.560932,Zbyny,ZSJ-D,191973,191973,561495,Doksy,3025267.000000
1940510,14.383240,14.447357,49.921857,49.947497,Zvole,ZSJ-D,194051,194051,539902,Zvole,6301002.000000
1367010,16.151111,16.205190,49.234789,49.258322,Pucov,ZSJ-D,136701,136701,591491,Pucov,4912928.000000
0507170,17.208560,17.276969,49.505110,49.524090,Charváty,ZSJ-D,050717,050717,568872,Charváty,4317010.000000
0104720,16.568604,16.577327,49.210480,49.216856,Horova,ZSJ-D,010472,411922,550990,Brno,237618.000000
1002260,13.912455,13.945875,50.189953,50.213979,Háj,ZSJ-D,100226,100234,542105,Mšec,4130387.000000
3007480,18.113844,18.137489,49.827288,49.835447,Hlubočice,ZSJ-D,300748,186686,500291,Vřesina,883628.000000
1212820,12.707218,12.789790,49.847707,49.887623,Planá,ZSJ-D,121282,121282,561134,Planá,15667551.000000
0865500,13.966631,13.995974,49.416058,49.437187,Míreč,ZSJ-D,086550,086550,536822,Lom,2799168.000000
0514200,14.976354,15.024147,49.683463,49.705221,Chlum,ZSJ-D,051420,051420,529770,Chlum,4188529.000000
0846890,15.518267,15.548736,49.910086,49.929780,Lipovec,ZSJ-D,084689,084689,547875,Lipovec,2103972.000000
1931010,14.836306,14.864226,49.598847,49.621104,Hrajovice,ZSJ-D,193101,193101,531031,Kamberk,2307554.000000
1226450,13.403786,13.413431,49.739509,49.748447,Letná,ZSJ-D,122645,490300,546208,Plzeň,419398.000000
1929110,16.465387,16.491054,49.410549,49.425816,Zhoř,ZSJ-D,192911,192911,582735,Zhoř,2088541.000000
0792600,13.892996,13.932268,49.637409,49.664947,Láz,ZSJ-D,079260,079260,540625,Láz,4672870.000000
1735090,14.253461,14.295235,50.265354,50.296367,Uhy,ZSJ-D,173509,173509,533009,Uhy,5792635.000000
1945810,13.749058,13.775741,49.103807,49.124820,Žár,ZSJ-D,194581,194581,550621,Vacov,2178459.000000
1166020,16.359747,16.411037,50.538715,50.582210,Otovice,ZSJ-D,116602,116602,574317,Otovice,10600360.000000
0866730,17.399933,17.468624,49.887551,49.929339,Tylov,ZSJ-D,086673,086673,597589,Lomnice,11988024.000000
1495780,14.743698,14.766883,49.567571,49.585405,Slapsko,ZSJ-D,149578,149578,599026,Slapsko,2147354.000000
0580840,16.274157,16.377375,49.641846,49.685204,Jedlová,ZSJ-D,058084,058084,578185,Jedlová,20186870.000000
0801790,15.854299,15.895090,48.896762,48.919385,Lesná,ZSJ-D,080179,080179,594342,Lesná,3439951.000000
0484610,16.026852,16.093578,49.067298,49.133664,Hrotovice,ZSJ-D,048461,048461,590673,Hrotovice,20872864.000000
0910062,13.320698,13.338759,50.439864,50.444697,Ahníkov díl 2,ZSJ-D,091006,091014,563200,Málkov,187284.000000
1455480,16.349016,16.412745,49.196139,49.233517,Říčany,ZSJ-D,145548,145548,583839,Říčany,10934289.000000
1555010,13.137169,13.185690,49.605951,49.625486,Lelov,ZSJ-D,155501,155501,558389,Stod,4352169.000000
0358312,17.700756,17.706544,49.223329,49.226906,Městské Nivy díl 2,ZSJ-D,035831,412244,585068,Zlín,65956.000000
1560510,14.928463,15.001916,50.221220,50.249264,Straky,ZSJ-D,156051,156051,537853,Straky,9241483.000000
1405380,15.979100,16.029706,49.294807,49.325219,Rohy,ZSJ-D,140538,140538,591602,Rohy,6414188.000000
1574810,13.733809,13.775931,49.283540,49.325375,Střelské Hoštice,ZSJ-D,157481,157481,551791,Střelské Hoštice,7180297.000000
1166450,12.875457,12.921519,50.035345,50.058993,Brť,ZSJ-D,116645,116645,555444,Otročín,4867937.000000
0498910,16.720789,16.736500,48.935667,48.941540,Záhumenní,ZSJ-D,049891,412121,584495,Hustopeče,420857.000000
1076202,14.223354,14.262602,49.748946,49.769735,Kozí Hory díl 2,ZSJ-D,107620,403521,540901,Nový Knín,3392695.000000
0142650,16.738300,16.808645,49.970537,49.991541,Březná,ZSJ-D,014265,414697,541168,Štíty,2143513.000000
0073310,12.713391,12.760180,49.720648,49.744608,Doly,ZSJ-D,007331,007331,560758,Bor,5902820.000000
0487630,14.764292,14.791077,49.235943,49.255372,Hrušova Lhota,ZSJ-D,048763,048763,552895,Přehořov,2382978.000000
0274810,14.190626,14.244881,50.094926,50.126644,Dobrovíz,ZSJ-D,027481,027481,539171,Dobrovíz,5973338.000000
1872320,15.087865,15.106671,50.561006,50.572929,Mokrý,ZSJ-D,187232,187232,577677,Všeň,906381.000000
1849770,14.276316,14.299966,49.946608,49.960443,U Panny Marie,ZSJ-D,184977,184985,539830,Vonoklasy,1287313.000000
1297040,14.291670,14.304756,50.067477,50.073833,Staré Řepy,ZSJ-D,129704,400483,547174,Praha,355820.000000
1792300,16.671453,16.685914,49.610025,49.614666,Velké Opatovice-střed,ZSJ-D,179230,411574,582646,Velké Opatovice,314111.000000
1448860,16.035197,16.080007,49.488394,49.535394,Řečice,ZSJ-D,144886,144886,596680,Řečice,8466618.000000
1203590,18.508045,18.561166,49.874189,49.914123,Petrovice u Karviné,ZSJ-D,120359,120359,599077,Petrovice u Karviné,8518299.000000
0318100,15.277080,15.316475,50.362632,50.380381,Keteň,ZSJ-D,031810,031810,573001,Jičíněves,2773709.000000
3015070,13.985992,14.019240,49.026680,49.043728,Probošt,ZSJ-D,301507,404845,550094,Prachatice,1894089.000000
1257760,14.019406,14.088930,50.387286,50.404212,Poplze,ZSJ-D,125776,125776,565164,Libochovice,3865348.000000
1331590,15.316385,15.348229,49.585486,49.616008,Proseč,ZSJ-D,133159,133159,537829,Proseč,3830169.000000
0694850,14.574413,14.600343,50.537933,50.561235,Horky,ZSJ-D,069485,069485,561533,Dubá,2392323.000000
1110150,12.542919,12.557769,50.257015,50.265147,Lipec,ZSJ-D,111015,111007,560588,Oloví,435318.000000
0365610,12.297962,12.351035,50.047199,50.075643,Pelhřimov,ZSJ-D,036561,036561,554481,Cheb,6980627.000000
1129410,13.564696,13.655983,49.757709,49.807995,Osek,ZSJ-D,112941,112941,560057,Osek,15052289.000000
0442700,14.697843,14.715434,48.769668,48.786332,Střeziměřice,ZSJ-D,044270,044270,544515,Horní Stropnice,1391228.000000
3032320,13.773977,13.794080,50.355759,50.363326,Louny-Západ,ZSJ-D,303232,409111,565971,Louny,685648.000000
1510760,14.871056,14.902281,49.537976,49.559854,Stojslavice,ZSJ-D,151076,151076,553123,Smilovy Hory,3001297.000000
0720360,16.840055,16.871638,49.693735,49.708918,Kozov,ZSJ-D,072036,072036,500861,Bouzov,1599169.000000
0514620,14.274775,14.308516,48.860735,48.913991,Chlum,ZSJ-D,051462,051462,545571,Křemže,6286944.000000
0200790,17.009926,17.041671,49.151596,49.168709,Černčín,ZSJ-D,020079,020079,592943,Bučovice,2908023.000000
0512680,14.640121,14.667379,49.807602,49.828566,Buková Lhota,ZSJ-D,051268,051268,529303,Benešov,1979987.000000
1676730,13.295045,13.337804,49.416069,49.453678,Točník,ZSJ-D,167673,167673,555771,Klatovy,6404089.000000
0861850,13.534537,13.579918,50.594447,50.618662,Lounice,ZSJ-D,086185,086185,567256,Litvínov,2586726.000000
1087400,13.679206,13.697005,50.491290,50.505726,Chanov,ZSJ-D,108740,108740,567337,Obrnice,1175275.000000
1809120,14.560594,14.607320,48.851593,48.878858,Rankov,ZSJ-D,180912,180912,545171,Trhové Sviny,4985499.000000
0690940,16.831571,16.905524,49.575019,49.603896,Konice,ZSJ-D,069094,069094,589624,Konice,9195767.000000
1095330,12.457715,12.516765,50.044046,50.071841,Okrouhlá,ZSJ-D,109533,109533,538922,Okrouhlá,6807146.000000
0256580,13.144032,13.171634,49.257111,49.282963,Milence,ZSJ-D,025658,025658,556041,Dešenice,3444346.000000
0388140,15.597024,15.642659,49.194855,49.223379,Hladov,ZSJ-D,038814,038814,587125,Hladov,5884222.000000
0835510,15.301934,15.314052,50.497530,50.505680,Šidloby,ZSJ-D,083551,083526,573124,Libuň,488911.000000
0467870,15.279777,15.295146,49.713700,49.719950,Hamry,ZSJ-D,046787,046787,568724,Hradec,372278.000000
1655810,15.454221,15.464445,49.174120,49.183614,Podolí,ZSJ-D,165581,412384,588024,Telč,358337.000000
0124670,16.701019,16.720552,49.220815,49.240728,Anaklety,ZSJ-D,012467,411825,551287,Brno,1837409.000000
0895320,14.839551,14.854173,50.199460,50.209272,Pod Homolkou,ZSJ-D,089532,402923,537454,Lysá nad Labem,618049.000000
0122710,16.629223,16.648281,49.142732,49.154410,Holásecká jezera,ZSJ-D,012271,411698,551309,Brno,959557.000000
1674100,16.433750,16.454216,49.337161,49.350367,Klucanina,ZSJ-D,167410,412058,584002,Tišnov,1255338.000000
0008250,16.632340,16.651413,49.518404,49.537840,Bačov,ZSJ-D,000825,000825,581372,Boskovice,1728246.000000
1130340,13.686831,13.717913,49.411628,49.432800,Nová Ves,ZSJ-D,113034,113034,558184,Oselce,3339111.000000
0830200,14.544890,14.581754,49.018793,49.033625,Jelmo,ZSJ-D,083020,083020,535800,Libníč,2752495.000000
1159670,12.756365,12.799457,49.749573,49.777679,Lhota,ZSJ-D,115967,115967,560758,Bor,5722379.000000
1048090,14.655847,14.717904,50.461704,50.486710,Nosálov,ZSJ-D,104809,104809,531707,Nosálov,5800173.000000
0210590,17.096794,17.127878,49.704404,49.725621,Tři Dvory,ZSJ-D,021059,021059,503444,Litovel,2880584.000000
0948030,12.467180,12.492852,50.163717,50.187419,Horka,ZSJ-D,094803,094803,554707,Nový Kostel,1857392.000000
1130260,13.663178,13.708798,49.442442,49.464561,Kotouň,ZSJ-D,113026,113026,558184,Oselce,3847043.000000
0861180,13.603387,13.620970,50.594728,50.600036,Korda I,ZSJ-D,086118,409219,567256,Litvínov,334101.000000
1706910,13.362673,13.431303,49.805347,49.845610,Třemošná,ZSJ-D,170691,170691,559521,Třemošná,11710176.000000
0054870,15.109473,15.155414,49.136958,49.159049,Malý Ratmírov,ZSJ-D,005487,005487,561711,Blažejov,2965323.000000
1018770,13.590681,13.639598,50.233059,50.265684,Lhota,ZSJ-D,101877,101877,566357,Liběšice,5942988.000000
0357180,17.631703,17.698556,49.199818,49.219954,Tlustá hora,ZSJ-D,035718,412244,585068,Zlín,5593736.000000
0157500,16.206249,16.248709,49.438037,49.471643,Bukov,ZSJ-D,015750,015750,595403,Bukov,5283497.000000
1580110,15.105180,15.146936,49.336994,49.373832,Střítež,ZSJ-D,158011,158011,537594,Střítež,6856117.000000
1781011,14.800311,14.851324,49.651216,49.684080,Veliš díl 1,ZSJ-D,178101,178101,530867,Veliš,7420258.000000
0422000,18.262371,18.276309,49.427178,49.437916,Kyvňačka,ZSJ-D,042200,042161,542687,Horní Bečva,696358.000000
1733980,14.621006,14.631796,50.046304,50.053907,Hájek,ZSJ-D,173398,173398,538931,Praha,308984.000000
1648520,12.635994,12.650856,49.801814,49.811474,Za nádražím,ZSJ-D,164852,406741,560715,Tachov,484853.000000
1721380,14.421112,14.442472,49.214165,49.225418,Podskalí,ZSJ-D,172138,403806,545201,Týn nad Vltavou,504941.000000
1040510,14.463935,14.498119,48.778765,48.801512,Výheň,ZSJ-D,104051,104051,545643,Netřebice,3247424.000000
0294320,15.767327,15.833183,49.094415,49.112459,Dolní Lažany,ZSJ-D,029432,029432,587664,Dolní Lažany,5432494.000000
0996940,13.661454,13.686567,50.504923,50.520414,Keřový vrch,ZSJ-D,099694,099686,567027,Most,1748854.000000
0583860,12.762120,12.821152,50.186027,50.227957,Hory,ZSJ-D,058386,058386,551651,Hory,7901830.000000
0866310,12.576328,12.638570,50.211984,50.232548,Týn,ZSJ-D,086631,086631,560545,Lomnice,5571751.000000
0283981,13.443339,13.498734,49.792803,49.826246,Dolany díl 1,ZSJ-D,028398,028398,558788,Dolany,6969465.000000
1232690,13.392829,13.409638,50.210601,50.226643,U nádraží,ZSJ-D,123269,409120,566616,Podbořany,982165.000000
0965120,14.899549,14.910560,50.400017,50.410609,Podolec-Dubce,ZSJ-D,096512,402605,535419,Mladá Boleslav,470140.000000
0201841,15.087375,15.096411,49.602033,49.607403,Růžkovy Lhotice díl 1,ZSJ-D,020184,401005,529486,Čechtice,210527.000000
1868480,17.996380,18.050837,49.336952,49.379775,Skalník,ZSJ-D,186848,414786,541630,Vsetín,7163317.000000
0557270,16.375281,16.381819,49.099915,49.103973,Ivančice-historické jádro,ZSJ-D,055727,412007,583120,Ivančice,161776.000000
0382290,16.264737,16.331754,50.581613,50.619106,Hejtmánkovice,ZSJ-D,038229,038229,574031,Hejtmánkovice,12995572.000000
0076170,16.063409,16.131709,50.079104,50.123140,Borohrádek,ZSJ-D,007617,007617,576131,Borohrádek,10105553.000000
0744110,16.166774,16.232434,48.800681,48.843910,Krhovice,ZSJ-D,074411,074411,594270,Krhovice,8115188.000000
0198950,14.134518,14.178858,48.722273,48.751680,Muckov,ZSJ-D,019895,019895,545457,Černá v Pošumaví,6335483.000000
1214870,13.495023,13.543248,49.361100,49.393425,Zborovy,ZSJ-D,121487,121487,578312,Zborovy,6779225.000000
1686880,17.310826,17.415239,49.380473,49.455786,Troubky,ZSJ-D,168688,168688,519651,Troubky,21030452.000000
0769110,14.218640,14.267563,49.408919,49.457492,Kučeř,ZSJ-D,076911,076911,549541,Kučeř,10956197.000000
0257210,15.680335,15.758163,48.947087,49.008239,Dešov,ZSJ-D,025721,025721,590533,Dešov,17226461.000000
1812930,16.436760,16.454986,49.244678,49.261064,Nový Dvůr,ZSJ-D,181293,181307,584100,Veverská Bítýška,1237959.000000
1748660,14.032877,14.049058,50.658076,50.662626,Ústí nad Labem-střed,ZSJ-D,174866,409405,567892,Ústí nad Labem,319902.000000
1811370,17.812941,17.841667,49.800068,49.815162,Jelenice,ZSJ-D,181137,181137,511021,Vítkov,2446547.000000
0363230,15.078956,15.107394,50.996416,51.014773,Háj,ZSJ-D,036323,036323,564036,Habartice,2526917.000000
1798170,14.723903,14.739998,50.723018,50.737541,Tlustce,ZSJ-D,179817,407160,562203,Velký Valtinov,749530.000000
1440960,16.586634,16.681305,49.809989,49.860341,Rychnov na Moravě,ZSJ-D,144096,144096,578711,Rychnov na Moravě,23581736.000000
1576510,12.536931,12.576876,50.310710,50.360252,Nová Ves,ZSJ-D,157651,157643,560651,Stříbrná,9611665.000000
1453350,17.722945,17.736979,49.127587,49.143886,Pradlisko,ZSJ-D,145335,145335,585441,Ludkovice,887224.000000
0025850,14.596937,14.612458,50.007545,50.016363,Benice,ZSJ-D,002585,002585,538078,Praha,461120.000000
0725411,16.779563,16.805699,50.068673,50.094427,Dolní Hedeč díl 1,ZSJ-D,072541,072541,580481,Králíky,3647540.000000
1194150,13.077176,13.108887,50.386307,50.406335,Rájov,ZSJ-D,119415,119415,563285,Perštejn,2992698.000000
0401690,17.194684,17.252705,49.698053,49.744827,Hnojice,ZSJ-D,040169,040169,502405,Hnojice,9688205.000000
3281200,13.261775,13.275485,50.391389,50.399562,U nemocnice,ZSJ-D,328120,407925,563102,Kadaň,568111.000000
1018690,14.561690,14.618607,50.380499,50.410850,Nebužely,ZSJ-D,101869,101869,535061,Nebužely,8551014.000000
0861420,13.582658,13.601542,50.587878,50.594172,Pod Chudeřínem,ZSJ-D,086142,086151,567256,Litvínov,513233.000000
1802620,17.252352,17.336050,49.432978,49.467251,Věrovany,ZSJ-D,180262,180262,552119,Věrovany,9976522.000000
1534430,15.784232,15.832116,49.444918,49.469633,Stáj,ZSJ-D,153443,153443,587915,Stáj,5915804.000000
0561460,15.160906,15.196281,50.737700,50.760541,V Břízkách,ZSJ-D,056146,408093,563510,Jablonec nad Nisou,3190669.000000
1115460,17.714798,17.765744,49.482941,49.519534,Opatovice,ZSJ-D,111546,111546,516201,Opatovice,7999139.000000
3197160,13.362469,13.374632,49.766327,49.772146,Sídliště Lochotín-jih,ZSJ-D,319716,406317,545970,Plzeň,318039.000000
3009930,15.182722,15.196436,50.019769,50.026523,Kouřimské Předměstí I,ZSJ-D,300993,402095,533165,Kolín,423034.000000
0826510,13.482173,13.541567,50.219480,50.243359,Siřem,ZSJ-D,082651,082651,566021,Blšany,4606189.000000
0355300,15.414467,15.465341,49.804018,49.845928,Podmoky,ZSJ-D,035530,035530,548251,Podmoky,9712758.000000
1447032,14.794063,14.823030,50.786570,50.807400,Polesí díl 2,ZSJ-D,144703,144703,564397,Rynoltice,1634857.000000
1820610,14.859298,14.878421,49.568757,49.584294,Zátiší,ZSJ-D,182061,182044,553280,Vilice,1432916.000000
0568210,15.516109,15.548142,49.981905,50.008087,Seník,ZSJ-D,056821,056821,575101,Jankovice,3212377.000000
0123270,16.663628,16.697259,49.160954,49.184167,Tuřanka,ZSJ-D,012327,411892,551295,Brno,2052706.000000
3268010,14.248689,14.265169,49.913415,49.921987,Lety-za řekou,ZSJ-D,326801,080764,539406,Lety,376718.000000
1022530,14.436883,14.467616,49.577901,49.622449,Nedrahovice,ZSJ-D,102253,102253,540820,Nedrahovice,5430364.000000
0315850,13.453182,13.494933,49.545091,49.565955,Drahkov,ZSJ-D,031585,031585,540251,Drahkov,3469074.000000
3270690,14.772043,14.781890,50.168017,50.172329,K Borku,ZSJ-D,327069,019216,538132,Čelákovice,233529.000000
0180910,14.645098,14.669590,50.769657,50.792298,Drnovec,ZSJ-D,018091,018091,561479,Cvikov,2480688.000000
0782390,13.617075,13.651762,49.394804,49.408023,Olšany,ZSJ-D,078239,078239,541958,Olšany,2302580.000000
0207880,16.705463,16.727423,50.051623,50.062610,Horní Boříkovice,ZSJ-D,020788,020788,580481,Králíky,581285.000000
1224411,13.360250,13.378211,49.719029,49.729791,Sídliště Bory díl 1,ZSJ-D,122441,406368,546003,Plzeň,619595.000000
0282310,14.986718,15.014353,50.384296,50.398914,Dolánky,ZSJ-D,028231,028231,535583,Březno,1752992.000000
1127981,14.911652,14.932497,50.662242,50.674222,Zábrdí díl 1,ZSJ-D,112798,408468,564290,Osečná,735680.000000
1870540,15.008862,15.037284,50.212368,50.234424,Všechlapy,ZSJ-D,187054,187054,537985,Všechlapy,1938434.000000
1599560,16.081524,16.112464,49.909150,49.933486,Svařeň,ZSJ-D,159956,159956,581186,Vysoké Mýto,3366745.000000
0917580,15.274832,15.318628,49.097814,49.121323,Lipnice,ZSJ-D,091758,091758,546097,Český Rudolec,4804696.000000
0410410,17.562483,17.577114,49.331213,49.337565,Kozrálov,ZSJ-D,041041,412449,588458,Holešov,347802.000000
1270510,14.423450,14.437196,50.079438,50.087323,Jindřišský obvod,ZSJ-D,127051,490148,500054,Praha,503148.000000
1702830,14.753979,14.767040,49.008411,49.021896,U nádraží,ZSJ-D,170283,404268,547336,Třeboň,731332.000000
1595490,15.382378,15.406465,49.990727,50.010046,Lišice,ZSJ-D,159549,159549,534196,Svatý Mikuláš,1734351.000000
1020410,13.082661,13.110969,49.948429,49.962971,Račín,ZSJ-D,102041,102041,559261,Nečtiny,2497637.000000
1528710,16.039553,16.067104,49.908516,49.923785,Srbce,ZSJ-D,152871,152871,571776,Luže,2530335.000000
1834402,15.044731,15.061883,50.630230,50.636920,Jivina díl 2,ZSJ-D,183440,408590,564516,Vlastibořice,136217.000000
1768260,16.624268,16.679625,49.550115,49.579896,Drvalovice,ZSJ-D,176826,176826,582590,Vanovice,4853564.000000
0330900,13.492545,13.537020,50.513465,50.548241,Dřínov,ZSJ-D,033090,068896,567027,Most,6058311.000000
0323010,12.887912,12.935156,50.132997,50.161695,Dolní Dražov,ZSJ-D,032301,405671,555550,Stanovice,6247006.000000
1830830,17.692191,17.774788,49.721248,49.761449,Klokočov,ZSJ-D,183083,183083,511021,Vítkov,15762603.000000
3058390,14.468761,14.477120,50.045305,50.050995,Spořilov-za Jižní spojkou,ZSJ-D,305839,490253,500119,Praha,89199.000000
0709470,15.384175,15.410073,50.579159,50.593437,Podkamínky,ZSJ-D,070947,070939,577235,Košťálov,1433399.000000
0253810,15.263806,15.283735,49.490256,49.509950,Milotice,ZSJ-D,025381,025381,561924,Dehtáře,1688479.000000
1983660,16.970911,16.996219,50.039275,50.061572,Prameny,ZSJ-D,198366,194646,541265,Velké Losiny,2287337.000000
0360720,17.593011,17.617833,49.227637,49.249772,U javoru,ZSJ-D,036072,036056,585068,Zlín,2600460.000000
0853590,16.374101,16.443084,48.851231,48.901214,Litobratřice,ZSJ-D,085359,085359,594369,Litobratřice,19910028.000000
0950520,17.042476,17.065091,49.176477,49.188855,Rošťoutky,ZSJ-D,095052,095044,593338,Milonice,1215644.000000
1830670,17.778718,17.791365,49.801764,49.806370,Annino údolí,ZSJ-D,183067,413895,511021,Vítkov,104315.000000
0466120,18.050295,18.086490,49.859311,49.879153,Josefovice,ZSJ-D,046612,046612,507261,Hrabyně,2383579.000000
1056940,16.161588,16.210917,49.383463,49.404974,Nová Ves,ZSJ-D,105694,105694,596213,Nová Ves,4133565.000000
1946540,16.952488,16.984582,49.465952,49.480943,Hamry,ZSJ-D,194654,194654,589896,Plumlov,1456704.000000
1621240,14.507104,14.523602,49.992208,50.003913,Hrnčíře,ZSJ-D,162124,162132,539724,Praha,622831.000000
1648360,12.634901,12.672498,49.804342,49.838779,Vítkov,ZSJ-D,164836,164836,560715,Tachov,5716337.000000
0324330,13.992438,14.024194,49.339001,49.357814,Dubí Hora,ZSJ-D,032433,032433,549380,Drhovle,2442920.000000
1158430,12.952403,12.971911,50.327661,50.345941,Vykmanov,ZSJ-D,115843,115843,555428,Ostrov,1919433.000000
0757360,14.301245,14.325067,48.914670,48.942986,Bohouškovice,ZSJ-D,075736,075736,545571,Křemže,1370878.000000
0094400,16.994256,17.052772,50.132818,50.190733,Branná,ZSJ-D,009440,009440,526169,Branná,14566072.000000
0519690,14.247648,14.272367,50.564150,50.589431,Mladé,ZSJ-D,051969,051969,565121,Liběšice,1905332.000000
1958630,17.757005,17.787373,49.203229,49.219459,Lípa,ZSJ-D,195863,195863,549622,Lípa,2598270.000000
1484660,17.101660,17.115333,50.317630,50.325727,Žlíbek,ZSJ-D,148466,148458,541575,Žulová,402291.000000
0944040,17.301065,17.331146,50.314683,50.327230,Kolnovice,ZSJ-D,094404,094404,540382,Mikulovice,1446360.000000
1659990,12.889929,12.928789,49.973074,49.990719,Šafářské Domky,ZSJ-D,165999,165956,555631,Teplá,2583327.000000
1711910,14.769059,14.797416,49.269761,49.298543,Dvorce,ZSJ-D,171191,171191,553239,Tučapy,4199564.000000
0168450,14.601535,14.626253,49.740444,49.754029,Mlýny,ZSJ-D,016845,016845,529451,Bystřice,1408614.000000
0072263,14.589175,14.606591,49.540226,49.549186,Bonkovice díl 3,ZSJ-D,007226,401579,530701,Střezimíř,664910.000000
0637710,18.219581,18.280959,49.332430,49.363795,Karolinka,ZSJ-D,063771,063771,542911,Karolinka,8190516.000000
1038110,14.843811,14.865170,49.690033,49.700875,Polánka,ZSJ-D,103811,103811,530883,Vlašim,1080859.000000
3169110,14.297151,14.311312,50.051529,50.061790,Pod Zličínem,ZSJ-D,316911,490172,539694,Praha,619287.000000
1440610,14.162624,14.180146,50.610928,50.626004,Řetouň,ZSJ-D,144061,144061,568104,Malečov,1577160.000000
1186130,16.356323,16.392325,49.868220,49.884339,Pazucha,ZSJ-D,118613,118613,578347,Litomyšl,3026610.000000
1551790,15.916706,15.937841,50.520621,50.536579,Nový Rokytník,ZSJ-D,155179,155179,579025,Trutnov,1679426.000000
0488790,15.673425,15.697497,49.244052,49.261299,Hrutov,ZSJ-D,048879,048879,590681,Hrutov,2523302.000000
1103110,16.617855,16.650290,49.324082,49.350351,Olešná,ZSJ-D,110311,110311,581283,Blansko,3878014.000000
1758710,14.376925,14.407331,50.254750,50.268653,Červená Lhota,ZSJ-D,175871,175871,535257,Úžice,1669271.000000
0512170,16.232351,16.252704,50.080454,50.088824,Chlínky,ZSJ-D,051217,051217,548707,Vrbice,698120.000000
0346730,12.330115,12.347972,50.141677,50.158031,Seníky,ZSJ-D,034673,034690,554529,Františkovy Lázně,1365465.000000
0299470,15.729056,15.739898,50.513164,50.530770,Vestřev,ZSJ-D,029947,411353,579173,Dolní Olešnice,762424.000000
1421580,12.632672,12.653480,50.100382,50.117582,Bystřina,ZSJ-D,142158,142140,560618,Rovná,1505570.000000
0498160,18.109293,18.170116,49.281316,49.312869,U Čemanů,ZSJ-D,049816,049760,542784,Huslenky,5069443.000000
1561830,14.671480,14.698409,50.414831,50.429116,Tajná,ZSJ-D,156183,156183,531731,Stránka,1721096.000000
1217970,15.213379,15.226996,50.455524,50.460842,Šalanda,ZSJ-D,121797,121789,573442,Samšina,268175.000000
1405620,14.093924,14.127728,50.449983,50.472791,Rochov,ZSJ-D,140562,140562,565547,Rochov,3325268.000000
0900000,16.173000,16.209942,49.835857,49.881350,Makov,ZSJ-D,090000,090000,578363,Makov,6889628.000000
3166950,14.337937,14.371680,49.996617,50.009040,Za chalupami-Na lipách,ZSJ-D,316695,086428,539465,Praha,1412053.000000
1152400,18.184572,18.197616,49.822899,49.829790,Pátý obvod-sever,ZSJ-D,115240,414085,546224,Ostrava,415443.000000
1890220,15.577112,15.607461,49.916247,49.927931,Slavkovice,ZSJ-D,189022,189022,547841,Vyžice,1395939.000000
3008020,14.684806,14.698725,49.785005,49.791973,U pazderny,ZSJ-D,300802,400947,529303,Benešov,385255.000000
1740920,13.777123,13.797518,50.642568,50.650474,Újezdeček,ZSJ-D,174092,174092,567850,Újezdeček,908485.000000
0724272,15.160262,15.194676,49.837019,49.866535,Všesoky díl 2,ZSJ-D,072427,072427,534099,Chlístovice,4270431.000000
1519632,15.758600,15.778861,49.932247,49.950673,Sobětuchy díl 2,ZSJ-D,151963,410080,572276,Sobětuchy,1217014.000000
0283471,13.213525,13.259251,49.431738,49.462518,Dolany díl 1,ZSJ-D,028347,028347,556106,Dolany,6230271.000000
0570700,15.769087,15.799449,49.484817,49.504752,Skrýšov,ZSJ-D,057070,057070,587711,Polná,2962092.000000
1438980,13.350138,13.389913,49.895832,49.923775,Rybnice,ZSJ-D,143898,143898,559431,Rybnice,5230971.000000
0913830,15.630642,15.649593,49.392900,49.404933,Malý Beranov,ZSJ-D,091383,091383,587486,Malý Beranov,1022249.000000
0742250,18.021975,18.068995,49.905994,49.941346,Kouty,ZSJ-D,074225,074225,507580,Kravaře,7802605.000000
0300910,16.194995,16.219990,49.463692,49.485651,Dolní Rožínka,ZSJ-D,030091,030091,595535,Dolní Rožínka,2447437.000000
0624990,14.590614,14.610662,49.912380,49.927339,Štiřín,ZSJ-D,062499,062499,538299,Kamenice,1324458.000000
1826130,15.859299,15.883993,49.746705,49.767413,Stan,ZSJ-D,182613,182613,572497,Vítanov,2249439.000000
1037990,14.812293,14.829906,49.682893,49.699395,Chobot,ZSJ-D,103799,103802,530883,Vlašim,1291295.000000
0667290,14.234578,14.270770,49.293816,49.308151,Klucké Mlaky,ZSJ-D,066729,066737,549495,Kluky,2061712.000000
0677920,14.745725,14.790435,48.896659,48.923205,Lipnice,ZSJ-D,067792,067792,544639,Jílovice,5088849.000000
0603640,16.974139,16.994787,50.090886,50.105500,Jindřichov,ZSJ-D,060364,060364,536521,Jindřichov,710548.000000
